X,Y,X,Y,X,Y,X,Y
999.784,2166,998.621,662,998.621,11425,1000.443,5831
1001.777,2172,1000.616,586,1000.616,11456,1002.435,5740
1003.77,2004,1002.609,630,1002.609,11408,1004.426,5860
1005.762,2104,1004.602,566,1004.602,11703,1006.417,5777
1007.753,2122,1006.595,593,1006.595,10982,1008.408,5971
1009.744,2064,1008.587,524,1008.587,11769,1010.398,5883
1011.734,2193,1010.579,613,1010.579,11539,1012.387,5718
1013.724,2190,1012.57,534,1012.57,11918,1014.376,5623
1015.713,2183,1014.56,623,1014.56,11912,1016.364,5929
1017.702,2210,1016.55,635,1016.55,11498,1018.351,5952
1019.69,2130,1018.539,600,1018.539,12180,1020.338,5763
1021.677,2260,1020.528,555,1020.528,11896,1022.325,6175
1023.664,2227,1022.516,625,1022.516,12040,1024.311,5843
1025.651,2265,1024.504,481,1024.504,11802,1026.296,5824
1027.637,2322,1026.491,597,1026.491,11887,1028.281,6024
1029.622,2291,1028.477,600,1028.477,12070,1030.266,5775
1031.607,2336,1030.463,642,1030.463,11904,1032.249,5877
1033.591,2274,1032.449,596,1032.449,11632,1034.233,5790
1035.575,2189,1034.434,718,1034.434,11489,1036.215,5857
1037.558,2465,1036.418,668,1036.418,11799,1038.197,5882
1039.54,2421,1038.402,633,1038.402,12246,1040.179,5653
1041.522,2549,1040.385,581,1040.385,11776,1042.16,5561
1043.504,2464,1042.368,592,1042.368,11761,1044.14,5938
1045.485,2271,1044.35,612,1044.35,11917,1046.12,5532
1047.465,2515,1046.331,626,1046.331,11858,1048.1,5470
1049.445,2366,1048.312,630,1048.312,11961,1050.079,5682
1051.424,2312,1050.293,607,1050.293,12483,1052.057,5369
1053.403,2516,1052.273,604,1052.273,11887,1054.035,5527
1055.381,2382,1054.252,622,1054.252,12243,1056.012,5554
1057.358,2398,1056.231,649,1056.231,12118,1057.988,5531
1059.335,2632,1058.209,566,1058.209,11838,1059.964,5681
1061.312,2525,1060.187,556,1060.187,11966,1061.94,5944
1063.288,2528,1062.164,682,1062.164,11831,1063.915,5343
1065.263,2553,1064.141,644,1064.141,11926,1065.889,5439
1067.238,2530,1066.117,657,1066.117,12129,1067.863,5353
1069.212,2465,1068.092,652,1068.092,11859,1069.836,5439
1071.186,2507,1070.067,583,1070.067,12139,1071.809,5574
1073.159,2680,1072.042,570,1072.042,12050,1073.781,5435
1075.132,2589,1074.015,673,1074.015,12126,1075.753,5332
1077.104,2526,1075.989,560,1075.989,11640,1077.724,5269
1079.076,2662,1077.961,608,1077.961,11866,1079.695,5491
1081.047,2901,1079.934,638,1079.934,12174,1081.665,5401
1083.017,2724,1081.905,612,1081.905,12542,1083.634,5576
1084.987,2764,1083.876,556,1083.876,12007,1085.603,5465
1086.956,2818,1085.847,508,1085.847,12548,1087.571,5461
1088.925,2829,1087.817,589,1087.817,12119,1089.539,5774
1090.893,2683,1089.786,552,1089.786,12488,1091.506,5581
1092.861,2738,1091.755,632,1091.755,12385,1093.473,5287
1094.828,2938,1093.724,559,1093.724,12472,1095.439,5616
1096.795,2863,1095.692,533,1095.692,12760,1097.405,5788
1098.761,2877,1097.659,559,1097.659,12926,1099.37,5862
1100.726,3010,1099.626,563,1099.626,12884,1101.335,5433
1102.691,2987,1101.592,568,1101.592,13032,1103.299,5590
1104.656,3045,1103.557,547,1103.557,13024,1105.262,5886
1106.619,2841,1105.522,564,1105.522,12883,1107.225,5834
1108.583,3022,1107.487,620,1107.487,13076,1109.187,5677
1110.546,3072,1109.451,598,1109.451,13283,1111.149,5932
1112.508,3161,1111.414,588,1111.414,13791,1113.11,5823
1114.469,3316,1113.377,590,1113.377,13432,1115.071,5706
1116.431,3272,1115.339,613,1115.339,13605,1117.031,5858
1118.391,3580,1117.301,599,1117.301,13676,1118.991,5813
1120.351,3506,1119.262,598,1119.262,14050,1120.95,6251
1122.311,3320,1121.223,631,1121.223,13838,1122.908,6314
1124.269,3477,1123.183,659,1123.183,13980,1124.866,5922
1126.228,3396,1125.143,662,1125.143,14112,1126.823,6441
1128.186,3596,1127.102,607,1127.102,14010,1128.78,5851
1130.143,3625,1129.06,531,1129.06,14025,1130.737,6024
1132.1,3374,1131.018,572,1131.018,13766,1132.692,6014
1134.056,3502,1132.976,614,1132.976,14452,1134.648,6342
1136.012,3482,1134.933,580,1134.933,14045,1136.602,6334
1137.967,3394,1136.889,581,1136.889,14137,1138.556,6088
1139.921,3519,1138.845,640,1138.845,14806,1140.51,6258
1141.875,3404,1140.8,642,1140.8,14410,1142.463,6028
1143.829,3479,1142.754,527,1142.754,14187,1144.415,6184
1145.781,3513,1144.709,627,1144.709,14187,1146.367,6250
1147.734,3350,1146.662,552,1146.662,13735,1148.319,5847
1149.686,3264,1148.615,576,1148.615,13962,1150.27,6079
1151.637,3299,1150.568,547,1150.568,14227,1152.22,5873
1153.588,3212,1152.52,536,1152.52,14222,1154.17,6029
1155.538,3364,1154.471,507,1154.471,14028,1156.119,5899
1157.487,3298,1156.422,529,1156.422,14110,1158.068,5850
1159.437,3514,1158.372,566,1158.372,14184,1160.016,5839
1161.385,3423,1160.322,581,1160.322,14007,1161.963,6097
1163.333,3474,1162.271,570,1162.271,14322,1163.91,6096
1165.28,3325,1164.22,522,1164.22,13860,1165.857,6075
1167.227,3586,1166.168,523,1166.168,14189,1167.803,5724
1169.174,3418,1168.115,544,1168.115,14222,1169.748,6372
1171.12,3393,1170.062,535,1170.062,14308,1171.693,5814
1173.065,3156,1172.009,567,1172.009,14110,1173.637,6141
1175.01,3500,1173.955,646,1173.955,14360,1175.581,6072
1176.954,3295,1175.9,513,1175.9,13992,1177.524,5977
1178.897,3370,1177.845,495,1177.845,14391,1179.467,5933
1180.84,3376,1179.789,520,1179.789,14563,1181.409,6182
1182.783,3498,1181.733,580,1181.733,14713,1183.351,6110
1184.725,3496,1183.676,517,1183.676,14622,1185.292,6355
1186.666,3727,1185.619,612,1185.619,14126,1187.232,6132
1188.607,3595,1187.561,502,1187.561,14631,1189.172,6217
1190.548,3573,1189.502,497,1189.502,14561,1191.112,6034
1192.487,3744,1191.443,546,1191.443,14940,1193.05,6017
1194.427,3691,1193.384,542,1193.384,14908,1194.989,6344
1196.365,3716,1195.324,591,1195.324,15098,1196.926,6231
1198.304,3782,1197.263,526,1197.263,15120,1198.864,6715
1200.241,3690,1199.202,563,1199.202,15305,1200.8,6167
1202.178,3661,1201.14,593,1201.14,15745,1202.737,6390
1204.115,4033,1203.078,558,1203.078,15581,1204.672,6492
1206.051,4102,1205.015,545,1205.015,15994,1206.607,6330
1207.986,4060,1206.952,573,1206.952,16161,1208.542,6502
1209.921,3919,1208.888,508,1208.888,16193,1210.476,6698
1211.856,4437,1210.824,567,1210.824,16295,1212.409,6796
1213.79,4050,1212.759,556,1212.759,16216,1214.342,6704
1215.723,4439,1214.693,504,1214.693,16622,1216.274,6467
1217.656,4241,1216.627,525,1216.627,17320,1218.206,6884
1219.588,4375,1218.56,542,1218.56,17168,1220.137,6920
1221.519,4359,1220.493,551,1220.493,17622,1222.068,6939
1223.451,4714,1222.426,606,1222.426,17456,1223.998,7083
1225.381,4654,1224.357,530,1224.357,18018,1225.928,7166
1227.311,5129,1226.289,487,1226.289,17393,1227.857,7194
1229.241,4922,1228.219,529,1228.219,18227,1229.786,6930
1231.17,4808,1230.149,620,1230.149,17800,1231.714,6786
1233.098,5179,1232.079,547,1232.079,18170,1233.641,7315
1235.026,4907,1234.008,516,1234.008,18332,1235.568,7344
1236.953,4965,1235.937,540,1235.937,19068,1237.494,7203
1238.88,5348,1237.865,556,1237.865,18680,1239.42,7053
1240.806,5266,1239.792,573,1239.792,19282,1241.346,7326
1242.732,5297,1241.719,634,1241.719,19442,1243.27,7073
1244.657,5345,1243.645,631,1243.645,18709,1245.195,7366
1246.582,5495,1245.571,539,1245.571,19028,1247.118,7008
1248.506,5679,1247.496,624,1247.496,19445,1249.041,7209
1250.429,5771,1249.421,572,1249.421,19026,1250.964,6866
1252.352,5683,1251.345,522,1251.345,19294,1252.886,6985
1254.275,5850,1253.269,575,1253.269,19459,1254.808,7052
1256.197,5925,1255.192,544,1255.192,20162,1256.728,7344
1258.118,6050,1257.114,591,1257.114,20322,1258.649,7243
1260.039,6488,1259.036,612,1259.036,19954,1260.569,7098
1261.959,6268,1260.958,574,1260.958,20626,1262.488,7113
1263.879,6639,1262.879,499,1262.879,20827,1264.407,6999
1265.798,6574,1264.799,536,1264.799,20894,1266.325,7150
1267.717,6816,1266.719,535,1266.719,21274,1268.243,7520
1269.635,7063,1268.638,580,1268.638,21403,1270.16,7508
1271.553,7411,1270.557,567,1270.557,21628,1272.077,7088
1273.47,7473,1272.475,533,1272.475,21564,1273.993,7102
1275.386,7329,1274.393,575,1274.393,22065,1275.909,7125
1277.302,7438,1276.31,558,1276.31,21958,1277.824,7592
1279.218,7894,1278.227,530,1278.227,22313,1279.738,7380
1281.132,7580,1280.143,543,1280.143,22467,1281.652,7262
1283.047,8147,1282.058,517,1282.058,22702,1283.565,7584
1284.961,8200,1283.973,537,1283.973,22935,1285.478,7233
1286.874,8490,1285.888,528,1285.888,23324,1287.391,7474
1288.787,8966,1287.802,606,1287.802,24217,1289.303,7577
1290.699,9580,1289.715,583,1289.715,24542,1291.214,7662
1292.61,9674,1291.628,564,1291.628,24053,1293.125,7388
1294.522,9717,1293.54,562,1293.54,24722,1295.035,7385
1296.432,10028,1295.452,585,1295.452,24727,1296.944,7688
1298.342,10352,1297.363,516,1297.363,25955,1298.853,7743
1300.252,11036,1299.274,573,1299.274,26278,1300.762,7606
1302.161,11004,1301.184,550,1301.184,26086,1302.67,7550
1304.069,11418,1303.094,578,1303.094,26279,1304.578,7856
1305.977,11905,1305.003,555,1305.003,27207,1306.485,7957
1307.884,12083,1306.911,642,1306.911,27253,1308.391,7924
1309.791,13333,1308.819,649,1308.819,28020,1310.297,8248
1311.697,13322,1310.726,646,1310.726,28379,1312.202,8122
1313.603,13685,1312.633,623,1312.633,28541,1314.107,8182
1315.508,14366,1314.54,665,1314.54,29135,1316.011,7933
1317.413,14987,1316.446,709,1316.446,29825,1317.915,8330
1319.317,15176,1318.351,717,1318.351,29832,1319.818,8170
1321.221,15646,1320.256,767,1320.256,30744,1321.721,8392
1323.124,16559,1322.16,687,1322.16,31272,1323.623,8414
1325.026,17624,1324.063,744,1324.063,31885,1325.525,8403
1326.928,17379,1325.967,827,1325.967,32063,1327.426,8658
1328.829,17743,1327.869,791,1327.869,32116,1329.326,8660
1330.73,18660,1329.771,828,1329.771,33026,1331.226,8807
1332.631,19259,1331.673,827,1331.673,32891,1333.126,8388
1334.531,18945,1333.574,835,1333.574,33206,1335.025,8610
1336.43,20164,1335.474,864,1335.474,34360,1336.923,8926
1338.329,20816,1337.374,933,1337.374,34522,1338.821,8854
1340.227,20361,1339.273,969,1339.273,33918,1340.718,8960
1342.124,20782,1341.172,1092,1341.172,34610,1342.615,8849
1344.022,21073,1343.07,1027,1343.07,34838,1344.511,9357
1345.918,21106,1344.968,1088,1344.968,34869,1346.407,9001
1347.814,21423,1346.865,1165,1346.865,34826,1348.302,8954
1349.71,21563,1348.762,1181,1348.762,34686,1350.197,9250
1351.605,20848,1350.658,1160,1350.658,35130,1352.091,9132
1353.499,20299,1352.554,1130,1352.554,34451,1353.984,9056
1355.393,20169,1354.449,1068,1354.449,34135,1355.877,9274
1357.286,20177,1356.343,1084,1356.343,34438,1357.77,9051
1359.179,19298,1358.237,1054,1358.237,34288,1359.662,8943
1361.072,19248,1360.131,995,1360.131,34076,1361.553,9144
1362.963,18707,1362.024,934,1362.024,34804,1363.444,8999
1364.855,18462,1363.916,999,1363.916,34093,1365.334,8519
1366.745,17805,1365.808,833,1365.808,34014,1367.224,9124
1368.635,17524,1367.699,783,1367.699,33222,1369.113,8978
1370.525,16249,1369.59,794,1369.59,33236,1371.002,8508
1372.414,15959,1371.48,748,1371.48,33017,1372.89,8819
1374.303,15676,1373.37,863,1373.37,32226,1374.778,8658
1376.191,14815,1375.259,702,1375.259,32288,1376.665,8772
1378.078,14600,1377.148,821,1377.148,32340,1378.552,9000
1379.965,14266,1379.036,763,1379.036,31871,1380.438,8741
1381.852,13746,1380.924,636,1380.924,31560,1382.323,8633
1383.737,13186,1382.811,683,1382.811,30954,1384.208,9152
1385.623,12726,1384.697,649,1384.697,31047,1386.093,8746
1387.508,12054,1386.583,596,1386.583,31005,1387.977,8380
1389.392,11668,1388.469,629,1388.469,30320,1389.86,8756
1391.276,11690,1390.353,591,1390.353,29787,1391.743,8891
1393.159,11003,1392.238,600,1392.238,29707,1393.625,8644
1395.042,10992,1394.122,574,1394.122,29571,1395.507,8435
1396.924,10472,1396.005,612,1396.005,29466,1397.388,8424
1398.805,10210,1397.888,598,1397.888,29472,1399.269,8311
1400.686,9649,1399.77,573,1399.77,28254,1401.149,8702
1402.567,9684,1401.652,658,1401.652,27924,1403.029,8770
1404.447,9615,1403.533,595,1403.533,27761,1404.908,8342
1406.326,9107,1405.413,612,1405.413,27650,1406.787,8544
1408.205,8805,1407.293,605,1407.293,28190,1408.665,8450
1410.084,8572,1409.173,575,1409.173,27916,1410.542,8668
1411.962,8541,1411.052,606,1411.052,28244,1412.419,8702
1413.839,8252,1412.93,594,1412.93,27102,1414.296,8840
1415.716,8470,1414.808,567,1414.808,26972,1416.172,8759
1417.592,8014,1416.686,570,1416.686,27332,1418.047,8904
1419.468,7577,1418.563,647,1418.563,26642,1419.922,9060
1421.343,7524,1420.439,608,1420.439,26830,1421.796,8631
1423.218,7197,1422.315,615,1422.315,26316,1423.67,8734
1425.092,7614,1424.19,596,1424.19,25911,1425.544,8778
1426.965,7815,1426.065,564,1426.065,26556,1427.416,8711
1428.839,7062,1427.939,591,1427.939,26016,1429.288,8869
1430.711,6947,1429.813,571,1429.813,25859,1431.16,9046
1432.583,6854,1431.686,638,1431.686,25657,1433.031,8879
1434.455,7077,1433.559,568,1433.559,25772,1434.902,9020
1436.326,7254,1435.431,688,1435.431,25973,1436.772,9135
1438.196,6952,1437.302,636,1437.302,25291,1438.642,9004
1440.066,6822,1439.173,564,1439.173,25130,1440.511,8862
1441.935,6985,1441.044,642,1441.044,25024,1442.379,9077
1443.804,6617,1442.914,584,1442.914,25212,1444.247,9184
1445.672,6928,1444.783,651,1444.783,24886,1446.115,9063
1447.54,6493,1446.652,684,1446.652,25116,1447.982,9482
1449.407,6499,1448.52,601,1448.52,24652,1449.848,9300
1451.274,6493,1450.388,630,1450.388,25655,1451.714,8941
1453.14,6625,1452.255,646,1452.255,24803,1453.579,9016
1455.006,6597,1454.122,611,1454.122,24214,1455.444,8820
1456.871,6324,1455.988,601,1455.988,24726,1457.308,9011
1458.736,6463,1457.854,706,1457.854,25071,1459.172,8859
1460.6,6398,1459.719,583,1459.719,24752,1461.035,9047
1462.463,6554,1461.584,589,1461.584,24756,1462.898,8669
1464.326,6312,1463.448,668,1463.448,24654,1464.76,8744
1466.189,6415,1465.312,532,1465.312,24522,1466.621,9147
1468.05,6464,1467.175,600,1467.175,24510,1468.483,8605
1469.912,5939,1469.037,626,1469.037,24209,1470.343,8817
1471.773,6227,1470.899,629,1470.899,24762,1472.203,8791
1473.633,6326,1472.761,585,1472.761,23860,1474.063,8824
1475.493,6154,1474.622,684,1474.622,23625,1475.922,9087
1477.352,6173,1476.482,584,1476.482,24053,1477.78,8489
1479.211,5894,1478.342,720,1478.342,23601,1479.638,8068
1481.069,5990,1480.201,656,1480.201,23972,1481.495,8623
1482.927,5934,1482.06,623,1482.06,23917,1483.352,8358
1484.784,6479,1483.918,714,1483.918,23621,1485.209,8242
1486.641,6079,1485.776,694,1485.776,23249,1487.064,8516
1488.497,6334,1487.633,661,1487.633,23154,1488.92,7908
1490.352,6456,1489.49,613,1489.49,23594,1490.774,8133
1492.207,6267,1491.346,630,1491.346,23256,1492.629,8281
1494.062,6584,1493.202,710,1493.202,22956,1494.482,8538
1495.916,6443,1495.057,727,1495.057,23532,1496.335,8366
1497.769,6436,1496.911,665,1496.911,23703,1498.188,8175
1499.622,6226,1498.765,725,1498.765,23207,1500.04,8019
1501.475,6298,1500.619,750,1500.619,23051,1501.892,8169
1503.326,6141,1502.472,682,1502.472,23150,1503.743,8337
1505.178,6546,1504.324,697,1504.324,23233,1505.593,8212
1507.029,6967,1506.176,764,1506.176,22936,1507.443,8498
1508.879,6519,1508.027,709,1508.027,22787,1509.293,8277
1510.729,6687,1509.878,764,1509.878,23778,1511.142,8311
1512.578,7142,1511.729,675,1511.729,23493,1512.99,8362
1514.427,7071,1513.578,698,1513.578,23340,1514.838,8765
1516.275,6577,1515.428,820,1515.428,23851,1516.685,8476
1518.122,6901,1517.277,706,1517.277,24323,1518.532,8455
1519.97,7060,1519.125,740,1519.125,24343,1520.379,8316
1521.816,7382,1520.972,731,1520.972,24360,1522.224,8511
1523.662,7313,1522.82,719,1522.82,24271,1524.07,8797
1525.508,7444,1524.666,906,1524.666,25379,1525.914,8253
1527.353,7841,1526.512,805,1526.512,24550,1527.758,8879
1529.197,7848,1528.358,859,1528.358,24706,1529.602,8828
1531.041,7938,1530.203,863,1530.203,25578,1531.445,8680
1532.885,8214,1532.047,850,1532.047,25838,1533.288,8691
1534.727,8762,1533.891,942,1533.891,26442,1535.13,9342
1536.57,8811,1535.735,923,1535.735,26329,1536.972,9297
1538.412,8638,1537.578,907,1537.578,26231,1538.813,8808
1540.253,8942,1539.42,920,1539.42,27670,1540.653,9036
1542.094,9118,1541.262,1075,1541.262,27435,1542.493,9310
1543.934,9326,1543.103,1091,1543.103,27700,1544.333,9450
1545.774,9314,1544.944,1239,1544.944,28609,1546.172,9464
1547.613,9994,1546.785,1260,1546.785,28943,1548.01,9438
1549.452,10027,1548.624,1402,1548.624,29657,1549.848,9689
1551.29,10866,1550.464,1406,1550.464,30306,1551.685,9929
1553.128,10681,1552.302,1614,1552.302,30371,1553.522,9694
1554.965,11294,1554.141,1638,1554.141,31039,1555.358,9884
1556.801,11496,1555.978,1866,1555.978,31300,1557.194,10154
1558.637,12283,1557.815,1916,1557.815,32202,1559.029,9924
1560.473,12670,1559.652,2318,1559.652,32866,1560.864,10026
1562.308,13288,1561.488,2818,1561.488,33028,1562.698,9994
1564.142,13636,1563.324,2736,1563.324,33280,1564.532,10201
1565.976,13919,1565.159,3535,1565.159,33627,1566.365,10201
1567.81,14810,1566.993,4487,1566.993,35169,1568.198,9987
1569.643,15308,1568.827,5188,1568.827,35149,1570.03,10587
1571.475,15508,1570.661,6163,1570.661,35043,1571.862,10364
1573.307,16185,1572.494,7509,1572.494,35232,1573.693,10572
1575.138,16338,1574.326,9319,1574.326,36705,1575.523,10648
1576.969,16661,1576.158,11050,1576.158,36657,1577.353,10137
1578.799,17202,1577.989,12338,1577.989,37249,1579.183,10765
1580.629,17159,1579.82,13236,1579.82,37309,1581.012,10431
1582.458,17338,1581.65,13304,1581.65,37673,1582.84,10778
1584.287,17411,1583.48,11988,1583.48,38232,1584.668,10638
1586.115,17236,1585.309,10470,1585.309,38416,1586.496,10451
1587.943,17231,1587.138,8847,1587.138,37964,1588.323,10555
1589.77,16579,1588.966,7371,1588.966,39026,1590.149,10489
1591.597,16396,1590.794,6277,1590.794,38072,1591.975,10401
1593.423,15886,1592.621,4916,1592.621,37393,1593.8,10100
1595.248,15966,1594.448,4134,1594.448,38519,1595.625,10416
1597.073,15826,1596.274,3496,1596.274,38102,1597.449,10174
1598.898,15165,1598.1,3120,1598.1,36713,1599.273,10124
1600.722,14857,1599.925,2784,1599.925,37669,1601.096,9712
1602.545,14486,1601.749,2350,1601.749,36398,1602.919,10174
1604.368,13987,1603.573,2026,1603.573,36362,1604.741,9980
1606.191,13784,1605.397,1755,1605.397,36576,1606.563,9983
1608.013,13776,1607.22,1564,1607.22,35451,1608.384,9523
1609.834,12960,1609.042,1432,1609.042,34445,1610.204,9335
1611.655,13548,1610.864,1494,1610.864,34468,1612.025,9219
1613.475,12572,1612.685,1391,1612.685,33168,1613.844,9171
1615.295,11929,1614.506,1294,1614.506,32562,1615.663,8870
1617.114,11626,1616.327,1326,1616.327,31982,1617.482,8758
1618.933,11151,1618.146,1145,1618.146,30535,1619.3,8767
1620.751,10611,1619.966,1304,1619.966,29840,1621.117,8510
1622.569,10027,1621.784,1325,1621.784,28942,1622.934,8497
1624.386,9537,1623.603,1262,1623.603,28074,1624.751,8357
1626.203,8746,1625.42,1133,1625.42,27681,1626.567,7972
1628.019,8092,1627.238,1123,1627.238,26484,1628.382,8008
1629.835,7465,1629.054,996,1629.054,24797,1630.197,7689
1631.65,6886,1630.871,827,1630.871,24115,1632.011,7485
1633.464,6078,1632.686,813,1632.686,22864,1633.825,7771
1635.278,5376,1634.501,738,1634.501,22532,1635.638,7208
1637.092,5210,1636.316,715,1636.316,21330,1637.451,7260
1638.905,4719,1638.13,742,1638.13,20256,1639.264,7081
1640.717,4489,1639.943,746,1639.943,20082,1641.075,6669
1642.529,4015,1641.757,631,1641.757,19432,1642.887,6751
1644.341,3730,1643.569,725,1643.569,19282,1644.697,6631
1646.152,3393,1645.381,676,1645.381,18622,1646.508,6459
1647.962,3440,1647.192,639,1647.192,18727,1648.317,6505
1649.772,3401,1649.003,704,1649.003,17722,1650.126,6387
1651.581,3197,1650.814,718,1650.814,16970,1651.935,6444
1653.39,3118,1652.624,666,1652.624,17112,1653.743,6154
1655.199,2930,1654.433,593,1654.433,16647,1655.551,6270
1657.006,2844,1656.242,695,1656.242,16615,1657.358,5921
1658.814,2871,1658.05,703,1658.05,16421,1659.164,5927
1660.621,2744,1659.858,623,1659.858,16518,1660.971,5779
1662.427,2523,1661.665,643,1661.665,15870,1662.776,5844
1664.233,2467,1663.472,642,1663.472,15461,1664.581,5658
1666.038,2751,1665.278,666,1665.278,15900,1666.386,5628
1667.842,2590,1667.084,579,1667.084,15708,1668.19,5453
1669.647,2510,1668.889,590,1668.889,15364,1669.993,5355
1671.45,2430,1670.694,654,1670.694,14778,1671.796,5230
1673.253,2497,1672.498,659,1672.498,14875,1673.598,5246
1675.056,2413,1674.302,696,1674.302,14989,1675.4,5489
1676.858,2539,1676.105,617,1676.105,14356,1677.202,5269
1678.66,2427,1677.908,561,1677.908,15038,1679.002,5170
1680.461,2404,1679.71,648,1679.71,14369,1680.803,5131
1682.261,2265,1681.511,727,1681.511,14362,1682.603,4996
1684.061,2312,1683.312,680,1683.312,14386,1684.402,5338
1685.861,2414,1685.113,630,1685.113,14624,1686.201,4931
1687.66,2241,1686.913,606,1686.913,14583,1687.999,4946
1689.458,2190,1688.712,643,1688.712,13911,1689.797,5031
1691.256,2179,1690.511,619,1690.511,14183,1691.594,4697
1693.054,2214,1692.31,709,1692.31,13974,1693.391,4828
1694.85,2124,1694.108,650,1694.108,13840,1695.187,4804
1696.647,2065,1695.905,698,1695.905,13874,1696.983,4754
1698.443,2112,1697.702,598,1697.702,13674,1698.778,4801
1700.238,2037,1699.498,601,1699.498,13552,1700.573,4587
1702.033,2010,1701.294,575,1701.294,13389,1702.367,4765
1703.827,2062,1703.089,704,1703.089,13783,1704.16,4471
1705.621,1856,1704.884,594,1704.884,13878,1705.953,4683
1707.414,2082,1706.679,619,1706.679,13021,1707.746,4427
1709.207,1948,1708.472,642,1708.472,12878,1709.538,4357
1710.999,1934,1710.266,572,1710.266,12950,1711.33,4412
1712.791,1905,1712.058,578,1712.058,12782,1713.121,4308
1714.582,1945,1713.851,624,1713.851,13289,1714.911,4367
1716.373,1748,1715.642,652,1715.642,13062,1716.701,4400
1718.163,1690,1717.433,563,1717.433,12998,1718.491,4344
1719.953,1808,1719.224,604,1719.224,12793,1720.28,4079
1721.742,1766,1721.014,647,1721.014,12635,1722.068,4188
1723.53,1787,1722.804,661,1722.804,12693,1723.856,4258
1725.319,1836,1724.593,609,1724.593,12382,1725.643,4049
1727.106,1919,1726.382,578,1726.382,13070,1727.43,4076
1728.893,1936,1728.17,618,1728.17,12754,1729.217,3980
1730.68,1754,1729.957,568,1729.957,12590,1731.003,4192
1732.466,1782,1731.744,636,1731.744,12363,1732.788,3836
1734.251,1621,1733.531,622,1733.531,12407,1734.573,4093
1736.036,1647,1735.317,622,1735.317,12560,1736.357,3761
1737.821,1695,1737.102,574,1737.102,12170,1738.141,3896
1739.605,1773,1738.887,631,1738.887,12451,1739.924,3926
1741.388,1788,1740.672,574,1740.672,12579,1741.707,3829
1743.171,1624,1742.456,604,1742.456,12637,1743.489,3720
1744.954,1686,1744.239,662,1744.239,12574,1745.271,3884
1746.736,1627,1746.022,632,1746.022,12417,1747.052,3894
1748.517,1762,1747.804,578,1747.804,12045,1748.833,3680
1750.298,1714,1749.586,614,1749.586,12562,1750.613,3725
1752.078,1710,1751.367,634,1751.367,12344,1752.393,3490
1753.858,1654,1753.148,545,1753.148,11987,1754.172,3502
1755.637,1662,1754.929,658,1754.929,12628,1755.951,3738
1757.416,1694,1756.708,621,1756.708,12230,1757.729,3690
1759.194,1698,1758.488,610,1758.488,12528,1759.507,3634
1760.972,1726,1760.266,631,1760.266,12445,1761.284,3592
1762.749,1742,1762.045,636,1762.045,12281,1763.061,3600
1764.526,1763,1763.822,610,1763.822,12170,1764.837,3896
1766.302,1650,1765.6,600,1765.6,12373,1766.612,3618
1768.078,1628,1767.376,664,1767.376,12190,1768.387,3451
1769.853,1655,1769.153,570,1769.153,12740,1770.162,3667
1771.628,1701,1770.928,590,1770.928,12355,1771.936,3576
1773.402,1502,1772.703,615,1772.703,11896,1773.709,3889
1775.176,1639,1774.478,614,1774.478,12511,1775.482,3525
1776.949,1497,1776.252,612,1776.252,12442,1777.255,3786
1778.722,1660,1778.026,558,1778.026,12733,1779.027,3474
1780.494,1456,1779.799,614,1779.799,12064,1780.799,3446
1782.265,1648,1781.571,658,1781.571,12406,1782.569,3605
1784.036,1507,1783.344,559,1783.344,12328,1784.34,3912
1785.807,1650,1785.115,639,1785.115,12546,1786.11,3682
1787.577,1676,1786.886,587,1786.886,12368,1787.879,3710
1789.347,1581,1788.657,534,1788.657,11694,1789.648,3775
1791.116,1706,1790.427,562,1790.427,11826,1791.417,3613
1792.884,1671,1792.196,587,1792.196,11817,1793.185,3823
1794.652,1396,1793.965,544,1793.965,12198,1794.952,3567
1796.42,1622,1795.734,518,1795.734,12118,1796.719,3590
1798.187,1636,1797.502,504,1797.502,11976,1798.485,3525
1799.953,1674,1799.269,606,1799.269,11778,1800.251,3569
1801.719,1636,1801.036,575,1801.036,12447,1802.016,3726
1803.485,1510,1802.802,525,1802.802,12080,1803.781,3637
1805.25,1622,1804.568,598,1804.568,12384,1805.546,3593
1807.014,1650,1806.334,571,1806.334,12434,1807.309,3724
1808.778,1668,1808.098,543,1808.098,11891,1809.073,3719
1810.541,1543,1809.863,549,1809.863,12101,1810.835,3656
1812.304,1586,1811.627,631,1811.627,11923,1812.598,3340
1814.066,1641,1813.39,574,1813.39,12113,1814.36,3646
1815.828,1554,1815.153,566,1815.153,11669,1816.121,3729
1817.59,1506,1816.915,560,1816.915,12080,1817.882,3583
1819.351,1607,1818.677,552,1818.677,12034,1819.642,3657
1821.111,1533,1820.438,523,1820.438,11922,1821.401,3570
1822.871,1562,1822.199,584,1822.199,12001,1823.161,3642
1824.63,1466,1823.959,599,1823.959,12070,1824.919,3501
1826.389,1633,1825.719,549,1825.719,12086,1826.678,3628
1828.147,1448,1827.478,586,1827.478,12030,1828.435,3808
1829.905,1589,1829.237,522,1829.237,11582,1830.192,3646
1831.662,1579,1830.995,518,1830.995,12137,1831.949,3527
1833.419,1562,1832.753,520,1832.753,11847,1833.705,3460
1835.175,1497,1834.51,586,1834.51,11989,1835.461,3626
1836.931,1565,1836.267,563,1836.267,11945,1837.216,3612
1838.686,1483,1838.023,592,1838.023,11620,1838.971,3418
