X,Y,X,Y,X,Y,X,Y
1840.441,1554,1839.778,630,1839.778,11746,1840.725,3436
1842.195,1412,1841.534,578,1841.534,11818,1842.478,3493
1843.948,1625,1843.288,609,1843.288,11888,1844.231,3391
1845.702,1458,1845.042,524,1845.042,11596,1845.984,3788
1847.454,1615,1846.796,562,1846.796,11616,1847.736,3675
1849.206,1420,1848.549,456,1848.549,11558,1849.488,3560
1850.958,1520,1850.301,582,1850.301,11432,1851.239,3699
1852.709,1571,1852.054,613,1852.054,11596,1852.989,3556
1854.46,1389,1853.805,615,1853.805,11368,1854.739,3662
1856.21,1499,1855.556,596,1855.556,11630,1856.489,3530
1857.959,1516,1857.307,635,1857.307,11717,1858.238,3539
1859.709,1554,1859.057,571,1859.057,11460,1859.986,3702
1861.457,1646,1860.806,623,1860.806,11768,1861.734,3436
1863.205,1590,1862.555,536,1862.555,11275,1863.482,3597
1864.953,1486,1864.304,603,1864.304,11046,1865.229,3539
1866.7,1325,1866.052,548,1866.052,11667,1866.975,3423
1868.446,1390,1867.799,618,1867.799,11246,1868.721,3655
1870.192,1528,1869.546,543,1869.546,11444,1870.467,3552
1871.938,1519,1871.292,597,1871.292,11524,1872.212,3548
1873.683,1534,1873.038,556,1873.038,11676,1873.956,3395
1875.427,1572,1874.784,506,1874.784,11319,1875.7,3600
1877.171,1599,1876.529,559,1876.529,11639,1877.444,3490
1878.915,1527,1878.273,603,1878.273,11551,1879.187,3544
1880.658,1420,1880.017,600,1880.017,11507,1880.929,3549
1882.4,1464,1881.76,482,1881.76,11319,1882.671,3616
1884.142,1388,1883.503,546,1883.503,11303,1884.412,3722
1885.884,1396,1885.246,560,1885.246,11234,1886.153,3461
1887.624,1457,1886.987,525,1886.987,11426,1887.894,3734
1889.365,1408,1888.729,626,1888.729,11195,1889.633,3344
1891.105,1591,1890.47,549,1890.47,11767,1891.373,3609
1892.844,1522,1892.21,545,1892.21,11510,1893.112,3472
1894.583,1621,1893.95,608,1893.95,11370,1894.85,3624
1896.321,1505,1895.689,629,1895.689,11443,1896.588,3529
1898.059,1510,1897.428,559,1897.428,11584,1898.325,3647
1899.797,1513,1899.166,525,1899.166,11380,1900.062,3687
1901.534,1454,1900.904,582,1900.904,11944,1901.798,3502
1903.27,1546,1902.641,582,1902.641,11443,1903.534,3659
1905.006,1412,1904.378,590,1904.378,11601,1905.27,3590
1906.741,1454,1906.114,588,1906.114,11434,1907.004,3631
1908.476,1540,1907.85,591,1907.85,11283,1908.739,3730
1910.21,1329,1909.585,576,1909.585,11347,1910.473,3642
1911.944,1518,1911.32,575,1911.32,11580,1912.206,3654
1913.677,1490,1913.054,556,1913.054,11618,1913.939,3543
1915.41,1416,1914.788,546,1914.788,11712,1915.671,3518
1917.143,1558,1916.521,571,1916.521,11361,1917.403,3735
1918.874,1560,1918.254,574,1918.254,11231,1919.134,3546
1920.606,1493,1919.986,584,1919.986,11156,1920.865,3714
1922.336,1352,1921.717,609,1921.717,11298,1922.595,3579
1924.067,1456,1923.449,559,1923.449,11384,1924.325,3681
1925.796,1460,1925.179,587,1925.179,11225,1926.054,3813
1927.526,1472,1926.909,568,1926.909,11742,1927.783,3439
1929.254,1514,1928.639,600,1928.639,11241,1929.511,3806
1930.983,1488,1930.368,570,1930.368,11133,1931.239,3513
1932.71,1503,1932.097,594,1932.097,11292,1932.966,3620
1934.438,1471,1933.825,580,1933.825,11459,1934.693,3672
1936.164,1632,1935.553,558,1935.553,11104,1936.419,3558
1937.891,1438,1937.28,573,1937.28,11318,1938.145,3638
1939.616,1501,1939.006,560,1939.006,11342,1939.87,3462
1941.342,1402,1940.732,568,1940.732,11147,1941.595,3636
1943.066,1422,1942.458,545,1942.458,11750,1943.319,3530
1944.79,1326,1944.183,578,1944.183,11242,1945.043,3807
1946.514,1491,1945.908,544,1945.908,11417,1946.766,3598
1948.237,1500,1947.632,580,1947.632,11406,1948.489,3592
1949.96,1533,1949.355,555,1949.355,11422,1950.211,3351
1951.682,1273,1951.078,608,1951.078,11244,1951.933,3663
1953.404,1405,1952.801,645,1952.801,11274,1953.654,3589
1955.125,1440,1954.523,541,1954.523,11002,1955.374,3650
1956.846,1219,1956.244,596,1956.244,11051,1957.095,3612
1958.566,1376,1957.965,563,1957.965,10425,1958.814,3574
1960.286,1347,1959.686,564,1959.686,10880,1960.533,3433
1962.005,1374,1961.406,537,1961.406,10927,1962.252,3532
1963.723,1323,1963.126,528,1963.126,10960,1963.97,3607
1965.441,1503,1964.845,589,1964.845,10825,1965.688,3721
1967.159,1547,1966.563,649,1966.563,11476,1967.405,3463
1968.876,1383,1968.281,584,1968.281,11130,1969.122,3520
1970.593,1456,1969.999,572,1969.999,10948,1970.838,3396
1972.309,1409,1971.715,550,1971.715,11374,1972.554,3613
1974.025,1466,1973.432,636,1973.432,10789,1974.269,3604
1975.74,1309,1975.148,704,1975.148,11186,1975.984,3428
1977.454,1291,1976.863,560,1976.863,11359,1977.698,3424
1979.168,1359,1978.578,518,1978.578,10843,1979.411,3846
1980.882,1430,1980.293,624,1980.293,11199,1981.124,3601
1982.595,1456,1982.007,611,1982.007,10992,1982.837,3343
1984.308,1447,1983.72,544,1983.72,11159,1984.549,3637
1986.02,1465,1985.433,545,1985.433,10980,1986.261,3621
1987.731,1453,1987.146,614,1987.146,11108,1987.972,3410
1989.442,1320,1988.858,666,1988.858,11383,1989.683,3428
1991.153,1406,1990.569,557,1990.569,10728,1991.393,3469
1992.863,1349,1992.28,588,1992.28,11110,1993.103,3730
1994.573,1325,1993.99,632,1993.99,11206,1994.812,3536
1996.282,1393,1995.7,619,1995.7,11498,1996.52,3624
1997.99,1359,1997.41,564,1997.41,10898,1998.228,3395
1999.698,1470,1999.119,648,1999.119,10862,1999.936,3806
2001.406,1444,2000.827,571,2000.827,10959,2001.643,3529
2003.113,1320,2002.535,569,2002.535,10988,2003.35,3704
2004.82,1360,2004.242,628,2004.242,11447,2005.056,3494
2006.526,1376,2005.949,640,2005.949,11112,2006.762,3748
2008.231,1492,2007.656,553,2007.656,11196,2008.467,3614
2009.936,1369,2009.362,575,2009.362,10646,2010.171,3514
2011.641,1390,2011.067,600,2011.067,11352,2011.876,3740
2013.345,1391,2012.772,542,2012.772,11245,2013.579,3461
2015.048,1418,2014.476,615,2014.476,11747,2015.282,3614
2016.751,1460,2016.18,551,2016.18,10872,2016.985,3560
2018.454,1405,2017.883,580,2017.883,11552,2018.687,3558
2020.156,1392,2019.586,509,2019.586,11854,2020.389,3526
2021.858,1551,2021.289,612,2021.289,11163,2022.09,3693
2023.559,1469,2022.991,616,2022.991,11296,2023.79,3595
2025.259,1340,2024.692,589,2024.692,11211,2025.491,3482
2026.959,1457,2026.393,570,2026.393,11126,2027.19,3459
2028.659,1364,2028.093,587,2028.093,11124,2028.889,3462
2030.358,1399,2029.793,522,2029.793,11198,2030.588,3552
2032.056,1354,2031.492,565,2031.492,11098,2032.286,3301
2033.754,1432,2033.191,618,2033.191,10810,2033.984,3861
2035.452,1470,2034.89,602,2034.89,11176,2035.681,3532
2037.149,1368,2036.587,650,2036.587,11242,2037.378,3574
2038.845,1439,2038.285,515,2038.285,11092,2039.074,3718
2040.541,1429,2039.982,575,2039.982,11245,2040.769,3583
2042.237,1410,2041.678,554,2041.678,10854,2042.464,3368
2043.932,1392,2043.374,496,2043.374,10872,2044.159,3620
2045.627,1329,2045.069,579,2045.069,10976,2045.853,3645
2047.321,1374,2046.764,577,2046.764,10550,2047.547,3452
2049.014,1372,2048.458,562,2048.458,11244,2049.24,3640
2050.707,1441,2050.152,616,2050.152,11287,2050.933,3477
2052.4,1268,2051.846,578,2051.846,10957,2052.625,3411
2054.092,1243,2053.538,565,2053.538,11024,2054.317,3630
2055.783,1386,2055.231,612,2055.231,11346,2056.008,3511
2057.474,1321,2056.923,560,2056.923,10907,2057.698,3536
2059.165,1366,2058.614,522,2058.614,10710,2059.389,3594
2060.855,1332,2060.305,494,2060.305,11092,2061.078,3511
2062.544,1411,2061.995,593,2061.995,10976,2062.767,3659
2064.233,1486,2063.685,543,2063.685,10865,2064.456,3381
2065.922,1442,2065.374,590,2065.374,10927,2066.144,3624
2067.61,1378,2067.063,529,2067.063,10488,2067.832,3329
2069.298,1363,2068.751,599,2068.751,10597,2069.519,3471
2070.985,1356,2070.439,529,2070.439,10786,2071.206,3675
2072.671,1251,2072.127,538,2072.127,10613,2072.892,3360
2074.357,1408,2073.813,524,2073.813,10605,2074.578,3374
2076.043,1342,2075.5,553,2075.5,11045,2076.263,3331
2077.728,1273,2077.186,490,2077.186,11058,2077.947,3610
2079.412,1371,2078.871,614,2078.871,10776,2079.632,3539
2081.096,1249,2080.556,458,2080.556,11041,2081.315,3711
2082.78,1345,2082.24,538,2082.24,10881,2082.999,3596
2084.463,1407,2083.924,554,2083.924,10830,2084.681,3404
2086.145,1324,2085.607,509,2085.607,10865,2086.364,3227
2087.828,1215,2087.29,574,2087.29,10397,2088.045,3726
2089.509,1335,2088.972,560,2088.972,11026,2089.726,3390
2091.19,1409,2090.654,626,2090.654,10260,2091.407,3455
2092.871,1304,2092.336,510,2092.336,11189,2093.087,3478
2094.551,1399,2094.016,570,2094.016,10639,2094.767,3403
2096.23,1332,2095.697,525,2095.697,10890,2096.446,3549
2097.909,1442,2097.377,495,2097.377,10462,2098.125,3545
2099.588,1464,2099.056,610,2099.056,11190,2099.803,3540
2101.266,1439,2100.735,625,2100.735,10438,2101.481,3411
2102.944,1336,2102.413,529,2102.413,10934,2103.158,3351
2104.621,1408,2104.091,589,2104.091,10992,2104.835,3642
2106.297,1286,2105.768,550,2105.768,10927,2106.511,3327
2107.973,1318,2107.445,570,2107.445,10760,2108.187,3539
2109.649,1384,2109.122,559,2109.122,10976,2109.862,3634
2111.324,1342,2110.797,509,2110.797,11049,2111.537,3757
2112.999,1308,2112.473,528,2112.473,11119,2113.211,3669
2114.673,1464,2114.148,606,2114.148,10754,2114.885,3480
2116.346,1385,2115.822,569,2115.822,11067,2116.559,3508
2118.019,1268,2117.496,576,2117.496,11015,2118.231,3592
2119.692,1278,2119.169,552,2119.169,11186,2119.904,3741
2121.364,1320,2120.842,579,2120.842,10752,2121.575,3699
2123.036,1358,2122.515,605,2122.515,11178,2123.247,3671
2124.707,1354,2124.186,544,2124.186,10987,2124.918,3693
2126.378,1392,2125.858,591,2125.858,11150,2126.588,3920
2128.048,1256,2127.529,559,2127.529,11276,2128.258,3639
2129.717,1332,2129.199,557,2129.199,11295,2129.927,3758
2131.386,1414,2130.869,589,2130.869,11166,2131.596,3711
2133.055,1396,2132.538,529,2132.538,11562,2133.264,3846
2134.723,1426,2134.207,553,2134.207,11476,2134.932,3661
2136.391,1273,2135.876,553,2135.876,10937,2136.6,3725
2138.058,1369,2137.544,522,2137.544,11525,2138.266,3754
2139.725,1424,2139.211,614,2139.211,11486,2139.933,3774
2141.391,1396,2140.878,561,2140.878,11334,2141.599,3713
2143.057,1343,2142.544,519,2142.544,11448,2143.264,3716
2144.722,1470,2144.21,540,2144.21,11000,2144.929,3658
2146.386,1338,2145.876,522,2145.876,11215,2146.593,3466
2148.051,1448,2147.541,578,2147.541,11155,2148.257,3590
2149.714,1436,2149.205,605,2149.205,11206,2149.921,3686
2151.377,1338,2150.869,528,2150.869,11405,2151.584,3797
2153.04,1324,2152.532,527,2152.532,11537,2153.246,3647
2154.702,1203,2154.195,504,2154.195,10869,2154.908,3768
2156.364,1330,2155.858,556,2155.858,11425,2156.569,3589
2158.025,1491,2157.52,510,2157.52,10954,2158.23,3784
2159.686,1433,2159.181,523,2159.181,11382,2159.891,3746
2161.346,1375,2160.842,603,2160.842,11354,2161.551,3825
2163.006,1404,2162.503,570,2162.503,11257,2163.21,3566
2164.665,1380,2164.163,582,2164.163,11340,2164.869,3520
2166.324,1328,2165.822,557,2165.822,11033,2166.528,3591
2167.982,1318,2167.481,556,2167.481,10944,2168.186,3400
2169.64,1342,2169.139,489,2169.139,11108,2169.843,3896
2171.297,1298,2170.797,526,2170.797,10878,2171.5,3521
2172.954,1324,2172.455,630,2172.455,11026,2173.157,3636
2174.61,1243,2174.112,616,2174.112,11287,2174.813,3820
2176.266,1248,2175.768,573,2175.768,10777,2176.469,3670
2177.921,1398,2177.424,546,2177.424,11165,2178.124,3677
2179.576,1435,2179.08,567,2179.08,10969,2179.778,3611
2181.23,1366,2180.735,522,2180.735,10839,2181.432,3537
2182.884,1333,2182.39,558,2182.39,11238,2183.086,3459
2184.538,1398,2184.044,598,2184.044,10782,2184.739,3566
2186.19,1550,2185.697,606,2185.697,10915,2186.391,3384
2187.843,1307,2187.35,484,2187.35,10914,2188.044,3649
2189.495,1398,2189.003,518,2189.003,11268,2189.695,3717
2191.146,1421,2190.655,558,2190.655,10575,2191.346,3574
2192.797,1299,2192.306,551,2192.306,10844,2192.997,3360
2194.447,1388,2193.957,595,2193.957,10888,2194.647,3528
2196.097,1387,2195.608,546,2195.608,10950,2196.297,3569
2197.746,1382,2197.258,554,2197.258,10419,2197.946,3432
2199.395,1267,2198.908,622,2198.908,10641,2199.595,3542
2201.044,1336,2200.557,608,2200.557,10885,2201.243,3705
2202.692,1305,2202.205,528,2202.205,10899,2202.891,3356
2204.339,1240,2203.853,514,2203.853,10578,2204.538,3320
2205.986,1293,2205.501,521,2205.501,11139,2206.184,3554
2207.632,1365,2207.148,526,2207.148,10581,2207.831,3607
2209.278,1328,2208.795,569,2208.795,10614,2209.476,3590
2210.924,1327,2210.441,526,2210.441,10713,2211.122,3424
2212.569,1340,2212.087,566,2212.087,10732,2212.766,3420
2214.213,1324,2213.732,604,2213.732,10372,2214.411,3542
2215.857,1396,2215.376,562,2215.376,10704,2216.054,3555
2217.501,1269,2217.021,584,2217.021,10810,2217.698,3383
2219.144,1336,2218.664,557,2218.664,10903,2219.341,3520
2220.786,1351,2220.307,562,2220.307,11123,2220.983,3463
2222.428,1422,2221.95,563,2221.95,10759,2222.625,3559
2224.07,1280,2223.592,536,2223.592,10607,2224.266,3593
2225.711,1383,2225.234,555,2225.234,10340,2225.907,3742
2227.351,1291,2226.875,555,2226.875,10488,2227.547,3466
2228.991,1394,2228.516,527,2228.516,10922,2229.187,3669
2230.631,1393,2230.156,560,2230.156,10907,2230.826,3534
2232.27,1324,2231.796,633,2231.796,11031,2232.465,3663
2233.908,1361,2233.435,570,2233.435,10825,2234.104,3463
2235.547,1334,2235.074,557,2235.074,10549,2235.742,3380
2237.184,1359,2236.712,647,2236.712,10869,2237.379,3594
2238.821,1367,2238.35,486,2238.35,11260,2239.016,3462
2240.458,1420,2239.987,591,2239.987,10728,2240.653,3576
2242.094,1313,2241.624,577,2241.624,10992,2242.288,3679
2243.73,1326,2243.26,522,2243.26,11292,2243.924,3602
2245.365,1401,2244.896,553,2244.896,11229,2245.559,3600
2246.999,1404,2246.531,573,2246.531,11179,2247.193,3560
2248.634,1488,2248.166,602,2248.166,10897,2248.827,3622
2250.267,1401,2249.801,610,2249.801,11106,2250.461,3614
2251.9,1342,2251.434,575,2251.434,10647,2252.094,3468
2253.533,1423,2253.068,553,2253.068,11291,2253.727,3720
2255.165,1428,2254.701,569,2254.701,10988,2255.359,3552
2256.797,1487,2256.333,574,2256.333,11546,2256.99,3526
2258.428,1406,2257.965,529,2257.965,11077,2258.621,3489
2260.059,1386,2259.596,572,2259.596,11154,2260.252,3714
2261.689,1560,2261.227,565,2261.227,11260,2261.882,3702
2263.319,1494,2262.858,622,2262.858,10897,2263.512,3598
2264.948,1531,2264.488,510,2264.488,11590,2265.141,3570
2266.577,1547,2266.117,537,2266.117,11627,2266.769,3706
2268.205,1468,2267.746,554,2267.746,11143,2268.398,3495
2269.833,1471,2269.374,490,2269.374,11411,2270.025,3767
2271.461,1480,2271.002,555,2271.002,11368,2271.653,3729
2273.087,1435,2272.63,581,2272.63,11522,2273.279,3708
2274.714,1436,2274.257,592,2274.257,11574,2274.905,3804
2276.34,1411,2275.883,535,2275.883,11565,2276.531,3613
2277.965,1457,2277.509,602,2277.509,11525,2278.156,3772
2279.59,1588,2279.135,552,2279.135,11417,2279.781,3619
2281.214,1478,2280.76,578,2280.76,10951,2281.406,3455
2282.838,1438,2282.384,561,2282.384,11374,2283.029,3661
2284.462,1327,2284.008,575,2284.008,11123,2284.653,3601
2286.084,1586,2285.632,550,2285.632,11511,2286.275,3694
2287.707,1485,2287.255,516,2287.255,11171,2287.898,3748
2289.329,1365,2288.878,580,2288.878,11527,2289.52,3790
2290.95,1634,2290.5,600,2290.5,11688,2291.141,3425
2292.571,1497,2292.121,596,2292.121,11048,2292.762,3571
2294.192,1427,2293.743,555,2293.743,11097,2294.382,3657
2295.812,1396,2295.363,516,2295.363,11238,2296.002,3534
2297.431,1479,2296.983,594,2296.983,11286,2297.622,3539
2299.05,1493,2298.603,629,2298.603,10960,2299.241,3469
2300.669,1333,2300.222,582,2300.222,11322,2300.859,3606
2302.287,1391,2301.841,591,2301.841,11258,2302.477,3612
2303.905,1378,2303.459,568,2303.459,11396,2304.095,3626
2305.522,1457,2305.077,555,2305.077,10789,2305.712,3459
2307.138,1498,2306.694,606,2306.694,11227,2307.328,3601
2308.754,1254,2308.311,639,2308.311,11226,2308.944,3880
2310.37,1509,2309.927,583,2309.927,10660,2310.56,3695
2311.985,1402,2311.543,574,2311.543,11404,2312.175,3549
2313.6,1454,2313.158,521,2313.158,11479,2313.789,3675
2315.214,1453,2314.773,622,2314.773,10644,2315.403,3521
2316.828,1336,2316.387,600,2316.387,11334,2317.017,3798
2318.441,1426,2318.001,600,2318.001,11011,2318.63,3665
2320.054,1462,2319.614,589,2319.614,11071,2320.243,3389
2321.666,1368,2321.227,570,2321.227,11475,2321.855,3564
2323.278,1479,2322.839,566,2322.839,11255,2323.467,3657
2324.889,1416,2324.451,608,2324.451,11066,2325.078,3695
2326.5,1494,2326.062,658,2326.062,10920,2326.689,3702
2328.11,1563,2327.673,702,2327.673,11402,2328.299,3915
2329.72,1683,2329.284,735,2329.284,11258,2329.909,3604
2331.329,1606,2330.894,667,2330.894,11228,2331.518,3554
2332.938,1437,2332.503,626,2332.503,10767,2333.127,3628
2334.546,1417,2334.112,606,2334.112,10960,2334.735,3554
2336.154,1525,2335.72,575,2335.72,10484,2336.343,3648
2337.761,1402,2337.328,606,2337.328,11036,2337.95,3554
2339.368,1357,2338.936,552,2338.936,10688,2339.557,3425
2340.975,1430,2340.543,562,2340.543,10522,2341.163,3439
2342.581,1200,2342.149,563,2342.149,10961,2342.769,3666
2344.186,1380,2343.755,567,2343.755,10477,2344.375,3514
2345.791,1384,2345.361,596,2345.361,10735,2345.98,3400
2347.396,1376,2346.966,654,2346.966,11137,2347.584,3549
2349,1410,2348.571,574,2348.571,10862,2349.188,3182
2350.603,1320,2350.175,586,2350.175,11454,2350.792,3474
2352.206,1380,2351.778,534,2351.778,10709,2352.395,3454
2353.809,1335,2353.381,567,2353.381,11042,2353.997,3547
2355.411,1420,2354.984,614,2354.984,11240,2355.599,3238
2357.012,1489,2356.586,620,2356.586,11167,2357.201,3440
2358.613,1408,2358.188,559,2358.188,11115,2358.802,3572
2360.214,1425,2359.789,578,2359.789,11220,2360.402,3375
2361.814,1414,2361.39,551,2361.39,10539,2362.002,3452
2363.414,1399,2362.99,630,2362.99,11371,2363.602,3534
2365.013,1398,2364.59,603,2364.59,10890,2365.201,3602
2366.611,1481,2366.189,549,2366.189,10962,2366.8,3505
2368.21,1458,2367.787,554,2367.787,11102,2368.398,3630
2369.807,1494,2369.386,631,2369.386,10887,2369.996,3709
2371.405,1410,2370.984,568,2370.984,11499,2371.593,3315
2373.001,1350,2372.581,605,2372.581,11318,2373.19,3612
2374.598,1408,2374.178,591,2374.178,10683,2374.786,3564
2376.193,1435,2375.774,576,2375.774,11257,2376.382,3594
2377.789,1470,2377.37,617,2377.37,10838,2377.977,3665
2379.383,1491,2378.965,566,2378.965,10993,2379.572,3703
2380.978,1530,2380.56,586,2380.56,11086,2381.166,3394
2382.572,1453,2382.154,648,2382.154,10864,2382.76,3705
2384.165,1499,2383.748,598,2383.748,11354,2384.354,3654
2385.758,1528,2385.342,612,2385.342,10940,2385.946,3656
2387.35,1471,2386.935,600,2386.935,10968,2387.539,3475
2388.942,1380,2388.527,570,2388.527,11004,2389.131,3574
2390.534,1415,2390.119,549,2390.119,11129,2390.722,3684
2392.125,1370,2391.711,574,2391.711,11458,2392.313,3649
2393.715,1551,2393.302,659,2393.302,11041,2393.904,3692
2395.305,1437,2394.892,575,2394.892,11093,2395.494,3540
2396.894,1509,2396.482,578,2396.482,11213,2397.083,3754
2398.483,1406,2398.072,527,2398.072,11276,2398.672,3409
2400.072,1488,2399.661,660,2399.661,10957,2400.261,3526
2401.66,1628,2401.249,691,2401.249,10938,2401.849,3736
2403.248,1418,2402.837,574,2402.837,11440,2403.437,3603
2404.835,1547,2404.425,579,2404.425,10999,2405.024,3735
2406.421,1554,2406.012,626,2406.012,11221,2406.611,3713
2408.008,1413,2407.599,647,2407.599,11454,2408.197,3534
2409.593,1451,2409.185,552,2409.185,11176,2409.782,3800
2411.178,1508,2410.771,661,2410.771,11150,2411.368,3474
2412.763,1530,2412.356,672,2412.356,11041,2412.952,3582
2414.347,1384,2413.941,675,2413.941,11301,2414.537,3565
2415.931,1559,2415.525,648,2415.525,11535,2416.121,3710
2417.514,1581,2417.109,572,2417.109,11462,2417.704,3554
2419.097,1484,2418.692,670,2418.692,11309,2419.287,3632
2420.679,1555,2420.275,766,2420.275,10886,2420.869,3642
2422.261,1706,2421.857,600,2421.857,10912,2422.451,3172
2423.842,1424,2423.439,605,2423.439,11284,2424.032,3558
2425.423,1457,2425.02,756,2425.02,11054,2425.613,3535
2427.004,1538,2426.601,647,2426.601,11185,2427.194,3670
2428.584,1593,2428.182,713,2428.182,11141,2428.774,3435
2430.163,1624,2429.761,728,2429.761,11242,2430.353,3506
2431.742,1465,2431.341,799,2431.341,11127,2431.932,3670
2433.32,1519,2432.92,703,2432.92,11300,2433.511,3459
2434.898,1465,2434.498,750,2434.498,11350,2435.089,3659
2436.476,1595,2436.076,791,2436.076,11085,2436.666,3301
2438.053,1550,2437.654,794,2437.654,11008,2438.244,3637
2439.629,1470,2439.231,812,2439.231,11308,2439.82,3532
2441.205,1398,2440.807,816,2440.807,11125,2441.396,3562
2442.781,1485,2442.383,970,2442.383,11489,2442.972,3725
2444.356,1532,2443.959,841,2443.959,11166,2444.547,3410
2445.931,1516,2445.534,819,2445.534,11340,2446.122,3619
2447.505,1688,2447.109,880,2447.109,11365,2447.696,3412
2449.078,1518,2448.683,970,2448.683,11394,2449.27,3453
2450.652,1505,2450.257,948,2450.257,10932,2450.843,3550
2452.224,1513,2451.83,933,2451.83,11061,2452.416,3670
2453.797,1568,2453.402,872,2453.402,11103,2453.988,3715
2455.368,1446,2454.975,850,2454.975,11394,2455.56,3445
2456.94,1622,2456.546,974,2456.546,11072,2457.132,3416
2458.51,1454,2458.118,888,2458.118,11356,2458.703,3482
2460.081,1501,2459.688,822,2459.688,10376,2460.273,3743
2461.651,1618,2461.259,862,2461.259,11084,2461.843,3600
2463.22,1684,2462.829,1030,2462.829,11151,2463.413,3458
2464.789,1540,2464.398,838,2464.398,10823,2464.982,3313
2466.357,1592,2465.967,814,2465.967,10978,2466.55,3663
2467.925,1601,2467.535,834,2467.535,10834,2468.118,3365
2469.493,1634,2469.103,842,2469.103,10776,2469.686,3457
2471.059,1509,2470.671,901,2470.671,11215,2471.253,3522
2472.626,1481,2472.237,833,2472.237,11351,2472.819,3399
2474.192,1689,2473.804,850,2473.804,10896,2474.386,3488
2475.758,1594,2475.37,822,2475.37,11347,2475.951,3526
2477.323,1589,2476.935,802,2476.935,11288,2477.517,3636
2478.887,1546,2478.5,802,2478.5,11176,2479.081,3516
2480.451,1538,2480.065,776,2480.065,10874,2480.646,3590
2482.015,1578,2481.629,851,2481.629,11285,2482.209,3315
2483.578,1619,2483.193,758,2483.193,11080,2483.773,3430
2485.141,1615,2484.756,762,2484.756,10983,2485.335,3574
2486.703,1696,2486.318,638,2486.318,11244,2486.898,3678
2488.265,1574,2487.881,766,2487.881,11146,2488.46,3432
2489.826,1654,2489.442,720,2489.442,11634,2490.021,3486
2491.387,1719,2491.004,691,2491.004,11063,2491.582,3747
2492.947,1761,2492.564,776,2492.564,11269,2493.143,3712
2494.507,1662,2494.125,758,2494.125,11224,2494.703,3804
2496.066,1622,2495.684,683,2495.684,10880,2496.262,3378
2497.625,1594,2497.244,755,2497.244,11020,2497.821,3681
2499.183,1653,2498.802,658,2498.802,11042,2499.38,3485
2500.741,1654,2500.361,771,2500.361,11525,2500.938,3601
2502.299,1702,2501.919,717,2501.919,11394,2502.495,3546
2503.856,1650,2503.476,697,2503.476,11586,2504.053,3717
2505.412,1676,2505.033,710,2505.033,11673,2505.609,3806
2506.968,1788,2506.589,686,2506.589,11252,2507.165,3432
2508.524,1740,2508.145,693,2508.145,11722,2508.721,3655
2510.079,1695,2509.701,690,2509.701,11291,2510.276,3492
2511.633,1647,2511.256,733,2511.256,11477,2511.831,3421
2513.187,1768,2512.81,813,2512.81,11495,2513.385,3752
2514.741,1709,2514.364,696,2514.364,11657,2514.939,3715
2516.294,1621,2515.918,736,2515.918,11261,2516.493,3455
2517.847,1722,2517.471,725,2517.471,11471,2518.046,3492
2519.399,1716,2519.024,725,2519.024,11241,2519.598,3955
2520.951,1621,2520.576,722,2520.576,11312,2521.15,3783
2522.502,1655,2522.127,688,2522.127,11431,2522.701,3582
2524.053,1768,2523.679,651,2523.679,11994,2524.252,3570
2525.603,1687,2525.229,693,2525.229,11229,2525.803,3674
2527.153,1704,2526.78,655,2526.78,11892,2527.353,3710
2528.702,1660,2528.329,656,2528.329,11208,2528.903,3499
2530.251,1773,2529.879,738,2529.879,10992,2530.452,3612
2531.799,1664,2531.427,665,2531.427,11477,2532,3590
2533.347,1726,2532.976,670,2532.976,11350,2533.549,3722
2534.895,1533,2534.524,638,2534.524,11215,2535.096,3665
2536.442,1827,2536.071,680,2536.071,11088,2536.643,3790
2537.988,1586,2537.618,627,2537.618,11562,2538.19,3461
2539.534,1744,2539.164,655,2539.164,11426,2539.736,3534
2541.08,1708,2540.71,668,2540.71,11225,2541.282,3800
2542.625,1763,2542.256,769,2542.256,11208,2542.828,3654
2544.17,1680,2543.801,694,2543.801,11784,2544.372,3502
2545.714,1771,2545.345,717,2545.345,11597,2545.917,3686
2547.257,1789,2546.889,604,2546.889,11505,2547.461,3719
2548.801,1846,2548.433,631,2548.433,11328,2549.004,3378
2550.343,1667,2549.976,579,2549.976,11776,2550.547,3651
2551.886,1804,2551.519,738,2551.519,11271,2552.09,3732
2553.427,1943,2553.061,618,2553.061,11640,2553.632,3640
2554.969,1832,2554.603,726,2554.603,11651,2555.173,3514
2556.51,1905,2556.144,674,2556.144,11127,2556.714,3503
2558.05,1721,2557.684,669,2557.684,11192,2558.255,3279
2559.59,1802,2559.225,682,2559.225,11507,2559.795,3560
2561.129,1696,2560.764,579,2560.764,11554,2561.335,3738
2562.668,1781,2562.304,559,2562.304,11078,2562.874,3482
2564.207,1724,2563.843,766,2563.843,11308,2564.413,3700
2565.745,1811,2565.381,673,2565.381,11809,2565.951,3602
2567.282,1790,2566.919,691,2566.919,11484,2567.489,3492
2568.819,1779,2568.456,723,2568.456,11252,2569.026,3482
2570.356,1723,2569.993,659,2569.993,11448,2570.563,3536
2571.892,1859,2571.53,653,2571.53,11457,2572.1,3475
2573.427,1801,2573.066,651,2573.066,11769,2573.636,3557
2574.963,1880,2574.601,652,2574.601,11357,2575.171,3476
2576.497,1947,2576.136,707,2576.136,11435,2576.706,3734
2578.031,1806,2577.671,713,2577.671,11344,2578.24,3814
2579.565,1776,2579.205,669,2579.205,11642,2579.775,3801
